,locations,text
194,"machar kaloni, Mars","tsunami :  T is silent

honest :  H is silent

island :  S is silent

Queue :  ueue is silent

I'll never leave you… https://t.co/uk4X1CZeMs"
195,"England, United Kingdom","RT @mishtal: London 2018. I watch the whole argument. Jews were blamed for all the wars of the Middle East, including the Sunni/Shi'ite vio…"
196,Malaysia,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
197,U.S.A.,The best way to combat the flood of misinformation is with a tsunami of facts.  People who continue to ignore or di… https://t.co/tCx6mdNV5l
198,"Pennsylvania, USA",RT @aigkenham: So evolutionary scientists are happy to propose a global catastrophe on earth--as long as it's not one that's recorded in th…
199,"San Antonio, Texas","RT @Lynne_Jean: Read my own experience of surviving a deadly #cyclone #hurricane #tsunami #althea
https://t.co/F7HDTBdG1d
On Amazon or DM f…"
200,"Hollins, VA",I'm Tsunami again lol ONLY because my mom wouldn't have a cool nickname anymore
201,Hell.,RT @minjungslut: bro deadass. I get so fucking wet everytime I see this. Like wet wet. Waterfall wet. Ocean wet. Tsunami wet. Hurricane wet…
202,United States,"I liked a @YouTube video https://t.co/GsoeehqAsY Tsunami of Glory LIVE with Keith Ellis, Diane Nutt &amp; Joshua Mills"
203,Panamá,Me gustó un video de @YouTube https://t.co/hCdkBGPUOE i put spongebob music over the end of the world (tsunami)
204,어디?,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
205,"San Francisco Bay Area, CA",RT @SerendipityDizl: The best way to combat the flood of misinformation is with a tsunami of facts.  People who continue to ignore or disbe…
206,ie,RT @NandatoDexter: Shitttt all I see is a TSUNAMI https://t.co/aNcwKNcHB3
207,"Paris, France","RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
208,Alerts are NOT Buy/Sell advice,MOMOs ― Golden_Cross: $PAOG Tsunami Run Under Way! https://t.co/oDKspD7Nvi via → https://t.co/sjy89TUQs9
209,Panamá,Me gustó un video de @YouTube https://t.co/hCdkBGyjX6 i put spongebob music over the end of the world (tsunami)
210,everywhere,"RT @mishtal: London 2018. I watch the whole argument. Jews were blamed for all the wars of the Middle East, including the Sunni/Shi'ite vio…"
211,United States,RT @tictoc: Welcome back to the ocean: Rescue workers return turtles to the sea after being stranded inland by a tsunami in Indonesia https…
212,"Colorado, USA","RT @JulianRoepcke: Russian newspaper (which's e-i-c advices Vladimir Putin) calls for Russia to send a ""Poseidon"" underwater drone &amp; detona…"
213,"White Plains, NY","RT @AyannaPressley: ""I see right through you &amp; so do the American people. This wall has nothing to do with border security, it is another T…"
214,⋈ maud,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
215,"Washington, DC",Is it possible to resurrect civility amid a tsunami of toxicity? This group is trying. https://t.co/kP6paS8CSF
216,she/her |🏳️‍🌈| fan account,"RT @got_monberry: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue:…"
217,Azad Kashmir Province,"RT @BhattiGalSun: tsunami :  T is silent

honest :  H is silent

island :  S is silent

Queue :  ueue is silent

Indian army kills Kashmiri…"
218,"Iowa, USA","RT @got_monberry: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue:…"
219,"Marshall, Texas",Is it possible to resurrect civility amid a tsunami of toxicity? This group is trying. https://t.co/o9yxHDq5hg
220,India,"""Poseidon"" a King of Sea in ancient times is really the king of the sea now? Looks like #UnderwaterDrone is the doo… https://t.co/G5XvY9yNrG"
221,India,"The arms race is going to get increased and Bankers are behind this race for the money. #UnderwaterDrone
#tsunami… https://t.co/YukLrzdjsj"
222,India,"RT @FIA_Alerts: More than 65 million years ago, an #asteroid collided with Earth, triggering a mile-high #tsunami, and the beginning of the…"
223,"California, USA",@aigkenham So the article says a global tsunami (flood)destroyed almost all life on earth...I’ve heard a similar somewhere before I think 😆
224,London/Delhi/Bay Area/'Planes!,"Make America Respectful Again?

https://t.co/HMKt6pEroe"
225,MD,RT @SerendipityDizl: The best way to combat the flood of misinformation is with a tsunami of facts.  People who continue to ignore or disbe…
226,27|12|2018💓,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
227,"2a oxford street, Batley",Delivered Food &amp; Blankets to The Victims Of The Tsunami in Indonesia - Jan 2019: https://t.co/EMSfIRSPt7 via @YouTube
228,United Kingdom,I liked a @YouTube video https://t.co/9yhvbcfPMA i put spongebob music over the end of the world (tsunami)
229,4 Queens & 7 Kings in My ♥,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
230,"Virginia, USA","RT @BB_Writes: :
How many unspoken words
have you stashed
inside your ribcage?
Each subject, a matchstick
Each verb, a wave...

Can you ima…"
231,4 Queens & 7 Kings in My ♥,The last one I didn't see it coming omg 😂😂😂😂😂😂😂 #GOT7 @GOT7Official
232,4 Queens & 7 Kings in My ♥,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
233,"England, United Kingdom",This made me laugh more than it should 😂
234,Somewhere over the rainbow,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
235,Pakistan,"RT @BhattiGalSun: tsunami :  T is silent

honest :  H is silent

island :  S is silent

Queue :  ueue is silent

Indian army kills Kashmiri…"
236,"New York, USA","I added a video to a @YouTube playlist https://t.co/tHhveruodA Lavell Crawford on ""Tsunami's"" (#60secondStandUp)"
237,United States,"RT @APEastRegion: Boston is marking the 100th anniversary of its most peculiar disaster, the Great Molasses Flood. The sticky, deadly tsuna…"
238,French Riviera,"@AroundT64063873 @julesupervielle Surfing a tsunami , dream or nightmare ?"
239,Jooheon's Dimple,"RT @got_monberry: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue:…"
240,95 Church Street Marietta,Question 6. Hey Lenny where can I take a group with very different tastes where everyone can get something. I say T… https://t.co/zXoSsWnQu0
241,"London, England",RT @VernsGhost: You bet ya !! https://t.co/bZ0U0DLGIf
242,United States of America,The latest LIVEEDGES TSUNAMI EMERGENCY  Daily! https://t.co/H5UQcNQcun Thanks to @dariussnieckus #japan #10yearchallenge
243,"Stockton,CA",Coconut oil on tha pssy for tha tropical tsunami
244,India,@hey_anjali I never thought Monday episode will be a tsunami 😵... Family fighting function 🤒🤒🤒
245,USA,RT @SerendipityDizl: The best way to combat the flood of misinformation is with a tsunami of facts.  People who continue to ignore or disbe…
246,Karachi ,"RT @vellamasroof: tsunami :  T is silent

honest :  H is silent

island :  S is silent

Queue :  ueue is silent

Neya pakistan: neya is sil…"
247,Italy,"Scientists discover huge tsunami 73,000 years ago. Could it happen again? https://t.co/TQ01dT71YD"
248,jihoon's heart,"RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
249,The Northeastern US,"RT @APEastRegion: Boston is marking the 100th anniversary of its most peculiar disaster, the Great Molasses Flood. The sticky, deadly tsuna…"
250,[In another universe],"RT @got_monberry: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue:…"
251,Ecuador,"RT @ReAl_Malick: 🏄‍♂️Dear Friends

🕺Let's enjoy this Tsunami
🎼Gain f0ll0wers🏃‍♂️

🏂Retweet &amp; like
🍎Follow Me🍏
🙋‍♂️MY follow back💯

❤️Commen…"
252,"Connecticut, USA",Is it possible to resurrect civility amid a tsunami of toxicity? This group is trying. https://t.co/OcXCg4OjJT @fcnl @JoseWoss
253,"Denton, TX",RT @SerendipityDizl: The best way to combat the flood of misinformation is with a tsunami of facts.  People who continue to ignore or disbe…
254,CM 18 ,RT @amenahuruemu: @bukolasaraki President Mohammadu Buhari will be in Kwara state on Wednessday 16th. Be very afraid because the O to ge Ts…
255,United States,@DisneyDrew19 Johnny tsunami?
256,"Delhi, India","Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of… https://t.co/SmRwZxbE2O"
257,"इन्दौर,मप्र","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
258,"Raipur, India","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
259,"mountain view, Hawaii","@fenrir_71 @kimmyifuplease They SAW, they choose to defy the WILL of the People. Blue tsunami coming in 2020 as wel… https://t.co/6vndA7OBP6"
260,Vinirishsays,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
261,India,@WW3Info @usa @NATO @Russia @OceanReece @Andrew_Miles_ @darrinpjohnson @lorimcneeartist @EricssenWen @indocrew7… https://t.co/y6gMcJGbQq
262,"Utah, USA","RT @zelphontheshelf: In 2004, LDS leaders encouraged members to donate to their humanitarian fund to help victims of the tsunami. 

Members…"
263,Bengaluru,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
264,India,Poseidon a King of Sea in ancient times is really d king of the sea now?Dis #UnderwaterDrone is d doomsday plan of… https://t.co/oR5qpdg1ew
265,Kenya,"RT @EustaceJoel: #NTVfakenewsagain kindly @ntvkenya what is it are people claim they are brainwashed from ? Is it our clothing, or Bible ba…"
266,India,"RT @WW3Info: #ThirdWorldWar: Russia tests nuclear-capable #UnderwaterDrone ""Poseidon"" powerful enough to produce #tsunami-like waves, destr…"
267,"Henderson, NV",RT @SerendipityDizl: The best way to combat the flood of misinformation is with a tsunami of facts.  People who continue to ignore or disbe…
268,"Tennessee, USA",RT @SerendipityDizl: The best way to combat the flood of misinformation is with a tsunami of facts.  People who continue to ignore or disbe…
269,Ciudad de México,"NOAA Tsunami: 40 miles SW of Barter I., Alaska: Category: Information Bulletin Issue Time: 2019.01.14 14:26:48 UTC… https://t.co/j2K8TGPbZ3"
270,"New Delhi, India","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
271,Apke ghar ,"RT @vellamasroof: tsunami :  T is silent

honest :  H is silent

island :  S is silent

Queue :  ueue is silent

Neya pakistan: neya is sil…"
272,"Mumbai, India","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
273,in God's own Heart,I liked a @YouTube video https://t.co/cCKi9LrrVq Pray For Indonesia | Earthquake &amp; Tsunami Disaster 2018 Palu Sulawesi
274,facebook.com/aarinis,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
275,Wakanda,@lunaprimeira You on a young tsunami kick?
276,Khanna-Samrala,RT @iKeenLearner: Enthusiasm of volunteers of Shah Satnam Ji Green S Welfare Force Wing can't be stopped by difficult situations #DisasterR…
277,"Bomet, Kenya","RT @EustaceJoel: #NTVfakenewsagain kindly @ntvkenya what is it are people claim they are brainwashed from ? Is it our clothing, or Bible ba…"
278,"Park Woojin, Wanna One, BNB","RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
279,"Kolhapur, India","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
280,"machar kaloni, Mars","tsunami :  T is silent

honest :  H is silent

island :  S is silent

Queue :  ueue is silent

I'll never leave you… https://t.co/Oh6ZRGUEon"
281,"Tamil Nadu, India","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
282,"नई दिल्ली, भारत","RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
283,Faisalabad/Lahore,"RT @BhattiGalSun: tsunami :  T is silent

honest :  H is silent

island :  S is silent

Queue :  ueue is silent

Indian army kills Kashmiri…"
284,mumbai ,"RT @vellamasroof: tsunami :  T is silent

honest :  H is silent

island :  S is silent

Queue :  ueue is silent

Neya pakistan: neya is sil…"
285,in your heart ,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
286,"Mumbai, India","RT @aegbeom: English pronunciation class:

• Tsunami: the T is silent.
• Honest: the H is silent.
• Island: the S is silent.
• Queue: UEUE…"
287,south africa,RT @StevenLeeJobe: Listen! You hear that? It's the sound of the Apollo tsunami... https://t.co/Dqe0Xd6Ajl
288,india.....,"RT @nsitharaman: Southernmost point of India, in the Great Nicobar island—Indira Point. Tsunami took away a considerable stretch of land; t…"
